name,pred,sp,exp_tm
P61500_recA,78.9017562866211,T.thermophilus,72.06
Q72G97_recG,79.31497955322266,T.thermophilus,72.153
P62662_rpsB,69.57657623291016,T.thermophilus,72.216
Q746P0_TT_P0013,81.10330963134766,T.thermophilus,72.228
Q746N8_cbiX,78.85224151611328,T.thermophilus,72.234
Q72H90_soj,81.9094467163086,T.thermophilus,72.258
Q72LP8_TT_C0010,79.49620056152344,T.thermophilus,72.269
Q72JA0_minD,72.96829223632812,T.thermophilus,72.273
Q72L65_hflX,79.97315979003906,T.thermophilus,72.276
Q72L52_TT_C0211,78.51396942138672,T.thermophilus,72.283
Q72JN6_TT_C0734,72.2865982055664,T.thermophilus,72.316
Q72I41_TT_C1291,77.53296661376953,T.thermophilus,72.328
Q72JQ4_TT_C0714,83.82454681396484,T.thermophilus,72.33
Q72JG1_rimO,72.89723205566406,T.thermophilus,72.356
Q72KY6_TT_C0279,56.42609405517578,T.thermophilus,72.378
Q72LK3_TT_C0056,78.9228744506836,T.thermophilus,72.379
Q72LH6_livF,75.11717987060547,T.thermophilus,72.441
Q72J57_TT_C0922,73.74078369140625,T.thermophilus,72.471
Q72GX5_pstB,53.02659606933594,T.thermophilus,72.472
Q72HC1_rlmN,66.64205169677734,T.thermophilus,72.512
Q72IH8_TT_C1154,73.8281021118164,T.thermophilus,72.547
Q72IZ8_TT_C0983,75.79285430908203,T.thermophilus,72.562
Q72I16_rplE,60.935691833496094,T.thermophilus,72.567
P61941_rpsL,46.18404006958008,T.thermophilus,72.573
P62663_rpsC,84.94658660888672,T.thermophilus,72.621
Q72KA4_TT_C0543,72.02368927001953,T.thermophilus,72.621
Q72LA0_TT_C0159,78.24504852294922,T.thermophilus,72.623
Q72J11_livF,63.14185333251953,T.thermophilus,72.658
P61537_ruvB,69.82364654541016,T.thermophilus,72.665
Q72L33_TT_C0230,85.99915313720703,T.thermophilus,72.691
Q72J12_livG,66.41141510009766,T.thermophilus,72.734
Q72GG8_TT_C1880,48.25127410888672,T.thermophilus,72.752
Q72IJ8_TT_C1134,78.34569549560547,T.thermophilus,72.86
Q72J51_ftsE,62.2236328125,T.thermophilus,72.886
Q72J39_miaB,57.20508193969727,T.thermophilus,72.972
Q72KZ4_TT_C0271,76.21427917480469,T.thermophilus,73.132
Q72I11_rplP,53.18328475952149,T.thermophilus,73.157
Q72GI4_dcd,71.9197769165039,T.thermophilus,73.294
Q72I12_rpmC,53.66899108886719,T.thermophilus,73.338
Q72KT1_TT_C0411,87.87653350830078,T.thermophilus,73.343
Q72L15_clpP,66.97967529296875,T.thermophilus,73.347
Q72HM2_mreB,76.11679077148438,T.thermophilus,73.349
Q72IY3_TT_C0998,80.2010269165039,T.thermophilus,73.418
Q72HV0_plsX,72.33723449707031,T.thermophilus,73.469
Q72KC1_TT_C0526,81.86345672607422,T.thermophilus,73.486
Q72L74_plsY,75.44620513916016,T.thermophilus,73.558
Q745Z3_TT_P0162,41.72267150878906,T.thermophilus,73.594
Q72K96_TT_C0551,77.86566925048828,T.thermophilus,73.624
Q72I53_metK,82.05941009521484,T.thermophilus,73.648
Q72IN7_TT_C1095,84.2574234008789,T.thermophilus,73.667
Q72GJ7_phoU,80.856201171875,T.thermophilus,73.693
Q72I54_TT_C1278,73.76800537109375,T.thermophilus,73.702
Q72JC6_TT_C0852,74.23099517822266,T.thermophilus,73.707
Q72K93_rnr,79.45996856689453,T.thermophilus,73.717
P62657_rpsO,49.81031799316406,T.thermophilus,73.801
Q72JC7_TT_C0851,56.28759002685547,T.thermophilus,73.932
Q72HG4_TT_C1523,81.85995483398438,T.thermophilus,74.007
P62668_rpsH,68.63516235351562,T.thermophilus,74.105
Q72LF7_appF,63.735595703125,T.thermophilus,74.211
Q72KN4_TT_C0377,80.56261444091797,T.thermophilus,74.219
Q72JH7_TT_C0795,72.46221160888672,T.thermophilus,74.223
Q72HQ8_TT_C1428,69.38545989990234,T.thermophilus,74.253
Q72GX4_pstA,72.24979400634766,T.thermophilus,74.329
Q72J58_TT_C0921,77.5960464477539,T.thermophilus,74.333
Q72K85_mnmE,79.70909881591797,T.thermophilus,74.34
P61989_cbiD,75.12200164794922,T.thermophilus,74.514
Q72HI3_TT_C1504,84.8421859741211,T.thermophilus,74.517
Q72J29_TT_C0952,82.62081146240234,T.thermophilus,74.567
Q746D0_TT_P0125,73.76102447509766,T.thermophilus,74.57
Q72IW1_aroB,88.27079010009766,T.thermophilus,74.594
Q72IH2_glyA,77.410400390625,T.thermophilus,74.619
Q72JU9_rplS,50.98176956176758,T.thermophilus,74.62
Q72G84_rpmB,45.6287727355957,T.thermophilus,74.63
Q72GX1_mnmA,79.97994995117188,T.thermophilus,74.642
Q746A1_TT_P0154,44.09616088867188,T.thermophilus,74.656
Q72KB4_mfd,81.1371841430664,T.thermophilus,74.665
Q72JZ8_nadA,58.58837890625,T.thermophilus,74.775
Q72H76_purM,76.27294921875,T.thermophilus,74.781
Q72I07_rplB,43.69300842285156,T.thermophilus,74.798
Q72LH3_TT_C0086,43.70240020751953,T.thermophilus,74.877
Q72L86_clpA,76.55332946777344,T.thermophilus,74.889
Q72KZ7_chlI,78.16498565673828,T.thermophilus,74.892
Q72I20_rplR,49.25928497314453,T.thermophilus,74.903
Q72I04_rplC,48.305702209472656,T.thermophilus,74.907
Q72GJ8_phoB,81.05083465576172,T.thermophilus,74.914
Q72JK8_TT_C0764,78.80615997314453,T.thermophilus,74.928
Q72GE4_murE,80.78336334228516,T.thermophilus,74.998
Q72LQ3_TT_C0005,71.8456039428711,T.thermophilus,75.017
Q72KR6_mqnE,76.02914428710938,T.thermophilus,75.087
Q72HT7_TT_C1399,69.07917022705078,T.thermophilus,75.133
Q72J77_recG,77.30917358398438,T.thermophilus,75.135
Q72HA7_TT_C1588,75.2126235961914,T.thermophilus,75.154
Q72IN1_rplM,69.85478973388672,T.thermophilus,75.174
Q72L56_TT_C0207,82.11917877197266,T.thermophilus,75.207
P62667_rpsG,45.91120147705078,T.thermophilus,75.21
Q72J09_dppB,70.6768798828125,T.thermophilus,75.231
Q72KY9_TT_C0276,83.57551574707031,T.thermophilus,75.235
Q72HJ5_TT_C1492,71.81291198730469,T.thermophilus,75.237
Q72HJ9_TT_C1488,71.84922790527344,T.thermophilus,75.326
Q72K53_ftsK,73.82965850830078,T.thermophilus,75.37
Q72GD9_TT_C1909,82.17362213134766,T.thermophilus,75.385
P62664_rpsD,52.69662094116211,T.thermophilus,75.488
Q72JP5_ftsA,68.79228973388672,T.thermophilus,75.507
Q72L14_clpX,72.99657440185547,T.thermophilus,75.523
P62655_rpsM,68.82933044433594,T.thermophilus,75.534
Q72JU4_ffh,70.79625701904297,T.thermophilus,75.536
