name,pred
P61500_recA,73.58582305908203
Q72G97_recG,81.66200256347656
P62662_rpsB,54.63154220581055
Q746P0_TT_P0013,79.58968353271484
Q746N8_cbiX,82.6490249633789
Q72H90_soj,81.91914367675781
Q72LP8_TT_C0010,83.74995422363281
Q72JA0_minD,54.06510162353516
Q72L65_hflX,78.18942260742188
Q72L52_TT_C0211,74.52222442626953
Q72JN6_TT_C0734,75.2796630859375
Q72I41_TT_C1291,79.27556610107422
Q72JQ4_TT_C0714,80.15973663330078
Q72JG1_rimO,74.11204528808594
Q72KY6_TT_C0279,75.78250885009766
Q72LK3_TT_C0056,75.99928283691406
Q72LH6_livF,77.06126403808594
Q72J57_TT_C0922,78.43788146972656
Q72GX5_pstB,52.163909912109375
Q72HC1_rlmN,71.22911071777344
Q72IH8_TT_C1154,76.41120910644531
Q72IZ8_TT_C0983,76.8841781616211
Q72I16_rplE,49.844329833984375
P61941_rpsL,41.1236686706543
P62663_rpsC,81.21625518798828
Q72KA4_TT_C0543,54.01025390625
Q72LA0_TT_C0159,79.36135864257812
Q72J11_livF,72.7485580444336
P61537_ruvB,78.29647827148438
Q72L33_TT_C0230,81.58049774169922
Q72J12_livG,54.19734954833984
Q72GG8_TT_C1880,52.6616439819336
Q72IJ8_TT_C1134,75.08822631835938
Q72J51_ftsE,77.99998474121094
Q72J39_miaB,51.24971008300781
Q72KZ4_TT_C0271,66.91622161865234
Q72I11_rplP,72.4201431274414
Q72GI4_dcd,72.89693450927734
Q72I12_rpmC,52.351219177246094
Q72KT1_TT_C0411,80.48649597167969
Q72L15_clpP,73.57074737548828
Q72HM2_mreB,75.57826232910156
Q72IY3_TT_C0998,80.9643783569336
Q72HV0_plsX,80.5692138671875
Q72KC1_TT_C0526,78.64591217041016
Q72L74_plsY,82.58938598632812
Q745Z3_TT_P0162,44.87862396240234
Q72K96_TT_C0551,72.31781005859375
Q72I53_metK,74.08478546142578
Q72IN7_TT_C1095,77.83409118652344
Q72GJ7_phoU,83.59538269042969
Q72I54_TT_C1278,78.62322998046875
Q72JC6_TT_C0852,77.28594970703125
Q72K93_rnr,76.72136688232422
P62657_rpsO,51.55155563354492
Q72JC7_TT_C0851,46.10855865478516
Q72HG4_TT_C1523,81.7998046875
P62668_rpsH,77.42095184326172
Q72LF7_appF,67.76500701904297
Q72KN4_TT_C0377,82.24201965332031
Q72JH7_TT_C0795,68.44393920898438
Q72HQ8_TT_C1428,68.56924438476562
Q72GX4_pstA,82.11790466308594
Q72J58_TT_C0921,74.790283203125
Q72K85_mnmE,82.21099853515625
P61989_cbiD,71.21866607666016
Q72HI3_TT_C1504,84.81300354003906
Q72J29_TT_C0952,78.60172271728516
Q746D0_TT_P0125,80.23786163330078
Q72IW1_aroB,80.37608337402344
Q72IH2_glyA,83.77991485595703
Q72JU9_rplS,61.69614410400391
Q72G84_rpmB,44.76947021484375
Q72GX1_mnmA,78.8316650390625
Q746A1_TT_P0154,46.872314453125
Q72KB4_mfd,79.90878295898438
Q72JZ8_nadA,55.36882781982422
Q72H76_purM,84.65137481689453
Q72I07_rplB,49.32091522216797
Q72LH3_TT_C0086,50.85020065307617
Q72L86_clpA,80.1480712890625
Q72KZ7_chlI,73.866455078125
Q72I20_rplR,55.427528381347656
Q72I04_rplC,46.61463928222656
Q72GJ8_phoB,81.31705474853516
Q72JK8_TT_C0764,75.08080291748047
Q72GE4_murE,79.56903076171875
Q72LQ3_TT_C0005,80.7583999633789
Q72KR6_mqnE,75.93508911132812
Q72HT7_TT_C1399,78.00935363769531
Q72J77_recG,78.66262817382812
Q72HA7_TT_C1588,77.48558044433594
Q72IN1_rplM,67.39293670654297
Q72L56_TT_C0207,68.64856719970703
P62667_rpsG,46.58123779296875
Q72J09_dppB,70.33161926269531
Q72KY9_TT_C0276,82.31089782714844
Q72HJ5_TT_C1492,78.13150024414062
Q72HJ9_TT_C1488,78.34713745117188
Q72K53_ftsK,62.250221252441406
Q72GD9_TT_C1909,76.17073059082031
P62664_rpsD,71.99101257324219
Q72JP5_ftsA,76.78315734863281
Q72L14_clpX,67.81704711914062
P62655_rpsM,49.43054962158203
Q72JU4_ffh,75.8883285522461
Q72KY0_TT_C0285,64.07292938232422
Q746M7_TT_P0026,69.37004089355469
Q8VUS5_lysK,79.89646911621094
Q746Q1_TT_P0001,82.80703735351562
Q72I09_rplV,78.60389709472656
Q72J94_TT_C0885,74.31324768066406
Q72LC8_clR,51.11996841430664
Q72JB3_leuC,72.83965301513672
Q72KF5_phzF,81.03199768066406
Q72I14_rplN,47.76383209228516
Q72GC0_TT_C1928,73.13790893554688
Q72K88_TT_C0559,82.39495086669922
P61671_mutS,80.3616943359375
Q8VRK4_dprA,81.0945816040039
Q72JP4_ftsZ,72.94831848144531
Q72JR8_rho,69.20597076416016
Q746N0_cobQ,70.00276947021484
Q72GQ3_TT_C1795,69.52972412109375
Q72HX7_TT_C1355,59.73981857299805
P62665_rpsE,51.63076400756836
Q72I58_prs,45.840274810791016
Q72GU0_rlmH,79.61443328857422
Q72KI6_TT_C0489,84.01941680908203
Q72IB2_TT_C1220,84.56727600097656
Q72JP1_mqnC,77.04817962646484
Q72GH2_TT_C1876,50.38835906982422
Q746H1_parA,75.54378509521484
Q746B7_fdhD,79.34716033935547
Q72GF3_TT_C1895,75.59904479980469
Q72L10_TT_C0255,79.1948013305664
Q72L76_rplT,42.31186676025391
Q72LF3_TT_C0106,78.88119506835938
Q72GT5_TT_C1763,81.41450500488281
Q745U7_TT_P0210,65.1597900390625
Q72I55_speA,79.03313446044922
Q72J43_TT_C0938,78.31773376464844
Q745T7_TT_P0220,84.84440612792969
Q72GJ0_TT_C1858,65.75503540039062
Q72KK6_TT_C0305,83.77468872070312
P16608_trpA,75.79191589355469
Q72KK5_TT_C0443,79.6080322265625
Q72KE4_TT_C0502,72.76703643798828
Q72KK0_TT_C0448,72.57849884033203
Q72IE4_TT_C1188,76.94563293457031
Q72KU0_pyrB,45.92115783691406
Q72KN5_TT_C0373,81.59191131591797
Q72IB8_TT_C1214,83.85935974121094
Q72IX8_TT_C1003,77.65206146240234
Q72GV3_TT_C1745,77.37738800048828
Q72JQ1_murD,79.71957397460938
Q72LB4_TT_C0145,80.35491943359375
Q72KM1_TT_C0312,76.30807495117188
Q72LI0_TT_C0079,79.23085021972656
Q72ID0_TT_C1202,74.64793395996094
P62476_rsmH,71.81714630126953
Q72GY1_TT_C1717,83.50372314453125
Q8VRL0_pilT,46.22880554199219
Q72KU3_pyrD,57.00083541870117
Q72IC8_TT_C1204,78.94219207763672
Q72JP9_murG,82.32815551757812
Q745Y8_TT_P0167,77.52383422851562
Q72I66_sfuC,67.04971313476562
Q72GD3_TT_C1915,77.75470733642578
Q72HR2_rplU,75.44464874267578
Q746I9_TT_P0066,83.12068176269531
Q72HR7_lytR,83.347412109375
Q72K18_livF,83.386474609375
Q72IC7_TT_C1205,74.72903442382812
Q72G65_ispH,60.75947952270508
Q72JF0_ychF,79.35464477539062
Q8VRL3_pilC,55.274810791015625
Q746L5_TT_P0038,80.71250915527344
Q745V7_TT_P0198,79.84945678710938
Q72J00_TT_C0981,78.13783264160156
Q72K73_TT_C0298,78.42921447753906
Q72J67_TT_C0912,77.18091583251953
Q72GJ2_TT_C1856,82.99505615234375
Q72KF9_TT_C0354,78.29693603515625
Q72IH7_purL,75.31343841552734
P62653_rpsJ,49.69184875488281
Q72JS9_TT_C0689,79.51626586914062
Q72LF8_appD,48.01127624511719
Q72KS4_lon1,72.5013198852539
Q72J92_secA,71.5577392578125
Q72KX7_TT_C0288,76.7356948852539
Q72JZ9_TT_C0619,76.57231140136719
Q72GE1_nuoN,84.856689453125
Q72GP3_TT_C1805,71.99330139160156
Q72KY3_TT_C0282,70.9326171875
Q746E4_TT_P0111,56.048133850097656
Q72GS6_TT_C1772,80.74203491210938
Q72JK5_TT_C0767,82.17221069335938
Q72K69_prkA,47.50864791870117
Q72KG6_TT_C0369,82.07402038574219
Q72I19_rplF,85.16397094726562
Q72LC7_merR,73.7579345703125
Q72KK7_TT_C0304,80.27887725830078
P62658_rpsQ,48.13276290893555
Q72K11_paaB,50.951202392578125
Q72KW2_TT_C0402,81.2254638671875
Q72IA1_TT_C1231,79.20997619628906
Q72KK1_TT_C0447,55.96765899658203
Q72HJ6_trpD,80.35273742675781
Q72HN7_TT_C1449,78.7623291015625
Q72KI0_TT_C0480,78.56417846679688
Q72HU3_TT_C1391,82.04462432861328
Q72GY8_TT_C1708,66.13343811035156
Q72H32_fmt,81.94903564453125
Q72IA2_TT_C1230,79.123046875
Q72JX0_TT_C0648,79.31614685058594
Q8KPZ1_comZ,43.13562774658203
Q72JF5_TT_C0817,81.86399841308594
Q72KV9_TT_C0405,82.19002532958984
Q72HW1_TT_C1371,79.61192321777344
Q72HP4_TT_C1442,54.41489410400391
Q72LE8_TT_C0111,73.15624237060547
Q60050_proB,72.53852081298828
Q72JD1_TT_C0847,72.71739196777344
Q72K32_TT_C0586,80.28448486328125
Q72JV3_TT_C0665,55.78619384765625
Q72GX7_recF,83.03853607177734
Q72KQ7_TT_C0461,78.53209686279297
Q72IQ1_TT_C1081,83.46292877197266
Q72J83_dnaG,75.95174407958984
Q72JY5_TT_C0633,67.54562377929688
Q72HU8_TT_C1386,50.83378601074219
Q72GA8_TT_C1940,87.09202575683594
Q72IN0_pyrG,74.84555053710938
Q72I91_TT_C1241,84.88113403320312
Q72L54_TT_C0209,82.38937377929688
Q72IK4_ftsH,75.36835479736328
Q72LL5_TT_C0044,74.70710754394531
Q72GV9_rplA,71.3013916015625
Q72HS1_pilT,61.08982849121094
Q72H81_dxs,66.31275939941406
Q72HX4_pacS,80.80741882324219
Q72LK5_TT_C0054,75.54180908203125
Q72HW6_TT_C1366,75.52386474609375
Q9ZNE0_hacA,75.06688690185547
Q746J9_TT_P0054,78.34478759765625
Q72L67_TT_C0196,82.50476837158203
Q72KL0_TT_C0301,76.20813751220703
Q72HC8_TT_C1567,77.43402862548828
Q72GH1_TT_C1877,75.42736053466797
Q72HD6_TT_C1557,79.75001525878906
Q72GW9_pepA,78.17137145996094
Q72IJ3_TT_C1139,75.61895751953125
Q72IH6_purF,70.78326416015625
Q72KR3_TT_C0455,81.169189453125
Q72HE1_TT_C1552,77.36292266845703
O87197_uppS,74.30530548095703
Q72LD4_vapC,84.48072814941406
Q72L21_bioB,78.04767608642578
Q72IU4_ccmF,83.75178527832031
Q72HK4_glnQ,78.70343780517578
Q72I06_rplW,37.61067962646485
Q72KF6_TT_C0357,50.16772079467773
Q72KF8_pdxT,81.87191772460938
Q72GV4_TT_C1744,76.07157897949219
Q72LD2_glcF,57.366188049316406
Q72J06_TT_C0975,76.25686645507812
Q72H31_TT_C1664,80.5736083984375
Q72JV5_TT_C0663,76.4397201538086
Q72KW8_TT_C0332,84.24663543701172
Q72LB2_TT_C0147,69.25979614257812
Q72I50_mutS,80.91419219970703
Q72IG3_TT_C1169,47.46661758422852
Q72H62_TT_C1633,82.07417297363281
Q72JP7_murB,80.92213439941406
Q72LA1_TT_C0158,75.47407531738281
Q72K10_paaA,49.10137939453125
Q72HL0_TT_C1477,83.79564666748047
P62356_hisA,85.27566528320312
Q72HP7_TT_C1439,75.7996826171875
Q72IB7_gntR,81.2701416015625
P61707_alaS,79.55684661865234
Q72GJ4_murA,80.00126647949219
Q72HQ7_TT_C1429,53.278297424316406
Q72JS1_ribA,78.1256103515625
Q72GT2_TT_C1766,65.50841522216797
Q72G82_TT_C1966,78.1575698852539
Q72JX9_TT_C0639,85.34478759765625
Q72JZ6_TT_C0622,82.95558166503906
Q72L12_TT_C0253,81.77423858642578
Q72HJ4_TT_C1493,73.22467803955078
Q72H70_surE1,86.75926971435547
Q72JV2_TT_C0666,73.82416534423828
Q746H0_TT_P0085,78.38414001464844
Q72KM6_TT_C0382,60.73046112060547
Q72IM0_TT_C1112,82.5208740234375
Q72GW4_tuf1,69.90657043457031
Q72HR4_obg,77.07780456542969
Q72HL8_TT_C1469,74.0198974609375
Q72H18_ispG,79.16106414794922
Q72JH2_TT_C0800,81.91815948486328
Q72KP4_TT_C0321,83.86055755615234
Q72H71_TT_C1624,53.39501190185547
Q72JS7_glmM,83.15895080566406
Q72I05_rplD,70.87067413330078
Q72GS1_rplJ,68.02583312988281
Q72GM0_TT_C1828,81.4173812866211
Q72KY5_TT_C0280,72.43585968017578
Q72JJ4_TT_C0778,78.58931732177734
Q72GS0_TT_C1778,48.01298141479492
O50147_lysZ,75.32070922851562
Q72JY0_TT_C0638,81.54574584960938
Q746I1_aidB,78.79310607910156
Q72HX1_phoR,82.2451171875
Q72IB3_TT_C1219,80.05079650878906
Q84B24_mpgS,70.54285430908203
Q72LQ2_vdcC,81.09410095214844
Q72HQ6_TT_C1430,48.99310302734375
Q72KP6_thiC,73.93663787841797
Q746C7_TT_P0128,74.40056610107422
Q72HL4_TT_C1473,76.63394165039062
Q72J56_sbcD,81.43887329101562
Q72J63_TT_C0916,87.60639190673828
Q72HY6_TT_C1346,82.43318176269531
Q72K64_TT_C0463,82.49800109863281
Q72HM7_TT_C1459,60.04507827758789
Q746A8_TT_P0147,54.80655288696289
Q72JH8_TT_C0794,81.70133972167969
Q72IB0_gyrB,73.88571166992188
Q72HX9_TT_C1353,71.84969329833984
Q72HF6_uvrB,78.15898132324219
Q72K76_TT_C0295,70.55625915527344
Q72G73_TT_C1975,73.95661926269531
Q72IW2_aroK,83.37590026855469
Q72IY8_TT_C0993,81.92058563232422
Q72G66_nifR,62.07255554199219
Q72IR0_TT_C1072,75.93441009521484
Q72I24_secY,66.85501098632812
Q745T2_TT_P0225,79.36984252929688
Q72HK1_TT_C1486,78.56088256835938
Q72KE6_TT_C0499,73.75685119628906
Q72I42_TT_C1290,81.8336181640625
Q72IV6_der,77.79175567626953
Q72L01_hslU,81.3626480102539
Q746E5_TT_P0110,77.78339385986328
Q72H27_TT_C1668,73.77172088623047
Q72HH9_TT_C1508,52.4358024597168
Q72II9_hemD,86.37125396728516
Q72HJ8_TT_C1489,53.674842834472656
Q72IU9_TT_C1032,84.96745300292969
Q72LD7_TT_C0122,79.34477233886719
Q72JY9_TT_C0629,76.07086181640625
Q72J33_TT_C0948,77.23966979980469
Q72K70_asnC,79.4085922241211
Q72KX8_wbpB,78.72445678710938
Q72K60_TT_C0467,63.67234802246094
Q72GB8_TT_C1930,75.11603546142578
Q72IG5_truD,77.91261291503906
Q72J90_TT_C0889,84.43868255615234
Q72I83_TT_C1249,78.31129455566406
Q8RQU3_pilM,78.74746704101562
Q746C9_TT_P0126,47.96212387084961
Q72H73_pilF,75.78401947021484
Q93HR1_gyrB,55.79999923706055
Q72J05_TT_C0976,77.43342590332031
P61488_ask,75.76244354248047
Q72K25_TT_C0593,79.03305053710938
Q72L88_TT_C0172,72.8900146484375
Q72JA3_potA,76.89623260498047
Q72HL3_TT_C1474,86.34854125976562
Q72GC8_nuoA,75.93000793457031
Q72HG1_TT_C1526,76.6647720336914
Q72HM9_TT_C1457,77.9009017944336
Q72KT3_TT_C0434,86.52197265625
