name,pred,exp_tm
1,45.28189468383789,34.8
2,51.6328239440918,39.8
3,55.07879257202149,41.5
4,49.302127838134766,41.6
5,44.400203704833984,42.1
6,53.00462341308594,43.2
7,50.83699417114258,43.7
8,45.06391143798828,44.2
9,51.45713806152344,44.5
10,49.06098175048828,44.6
11,52.33318710327149,45.0
12,44.7294921875,45.8
13,52.08085632324219,46.0
14,58.19953155517578,46.5
15,49.38766479492188,46.7
16,46.88983154296875,47.0
17,53.19873046875,47.6
18,51.40938186645508,47.8
19,45.83242416381836,48.0
20,48.8976936340332,48.3
21,51.29138946533203,49.2
22,47.523555755615234,49.2
23,48.46209716796875,49.3
24,45.74370956420898,49.3
25,50.43656539916992,49.6
26,51.68011474609375,50.4
27,44.666046142578125,50.5
28,49.63162612915039,51.0
29,45.27080154418945,51.0
30,57.05904006958008,51.0
31,47.34012222290039,51.0
32,51.35639572143555,52.5
33,48.0289192199707,51.4
34,50.48102188110352,51.5
35,51.48317337036133,51.5
36,54.8996696472168,51.5
37,51.35473251342773,51.9
38,49.48001480102539,52.0
39,51.68056869506836,52.1
40,54.7132682800293,52.1
41,52.0400390625,52.3
42,48.97181701660156,52.5
43,55.41046524047852,52.6
44,45.49110412597656,52.6
45,45.644962310791016,52.7
46,50.4666633605957,52.9
47,49.93110656738281,53.0
48,52.99184036254883,53.0
49,52.85963821411133,53.2
50,47.45638656616211,53.6
51,53.665374755859375,53.6
52,52.57096099853516,53.7
53,49.81429672241211,53.8
54,50.27691268920898,53.9
55,50.88801193237305,53.9
56,51.36941146850586,54.0
57,45.960575103759766,54.0
58,52.552677154541016,54.4
59,45.89160537719727,54.6
60,53.45538711547852,54.6
61,61.28710174560547,55.0
62,49.09109878540039,56.0
63,52.216983795166016,56.2
64,50.481327056884766,56.5
65,44.89101791381836,56.7
66,56.34487533569336,56.9
67,47.68876266479492,57.0
68,57.02254486083984,57.1
69,48.85054397583008,57.1
70,48.425926208496094,57.1
71,61.5474739074707,57.2
72,50.99032211303711,57.3
73,40.03303146362305,57.4
74,53.04978561401367,57.5
75,56.5056037902832,57.5
76,48.13587951660156,57.7
77,46.64456558227539,57.8
78,41.75692367553711,57.9
79,51.10905075073242,58.0
80,59.747806549072266,58.0
