name,pred,sp,exp_tm
P61500_recA,77.75247701009114,T.thermophilus,72.06
Q72G97_recG,78.87938690185547,T.thermophilus,72.153
P62662_rpsB,69.86144765218098,T.thermophilus,72.216
Q746P0_TT_P0013,78.95984395345052,T.thermophilus,72.228
Q746N8_cbiX,79.14309183756511,T.thermophilus,72.234
Q72H90_soj,79.01443735758464,T.thermophilus,72.258
Q72LP8_TT_C0010,79.35871124267578,T.thermophilus,72.269
Q72JA0_minD,65.78159459431966,T.thermophilus,72.273
Q72L65_hflX,78.5591532389323,T.thermophilus,72.276
Q72L52_TT_C0211,74.77651723225911,T.thermophilus,72.283
Q72JN6_TT_C0734,78.19501241048177,T.thermophilus,72.316
Q72I41_TT_C1291,80.94861348470052,T.thermophilus,72.328
Q72JQ4_TT_C0714,79.79019165039062,T.thermophilus,72.33
Q72JG1_rimO,77.7132568359375,T.thermophilus,72.356
Q72KY6_TT_C0279,72.51514434814453,T.thermophilus,72.378
Q72LK3_TT_C0056,80.86701202392578,T.thermophilus,72.379
Q72LH6_livF,79.82413482666016,T.thermophilus,72.441
Q72J57_TT_C0922,77.76578267415364,T.thermophilus,72.471
Q72GX5_pstB,63.1664301554362,T.thermophilus,72.472
Q72HC1_rlmN,75.6768569946289,T.thermophilus,72.512
Q72IH8_TT_C1154,74.02794901529948,T.thermophilus,72.547
Q72IZ8_TT_C0983,78.09686279296875,T.thermophilus,72.562
Q72I16_rplE,66.89609018961589,T.thermophilus,72.567
P61941_rpsL,67.2908223470052,T.thermophilus,72.573
P62663_rpsC,77.12731424967448,T.thermophilus,72.621
Q72KA4_TT_C0543,76.74512736002605,T.thermophilus,72.621
Q72LA0_TT_C0159,79.63170369466145,T.thermophilus,72.623
Q72J11_livF,68.95361328125,T.thermophilus,72.658
P61537_ruvB,79.79200236002605,T.thermophilus,72.665
Q72L33_TT_C0230,81.02475484212239,T.thermophilus,72.691
Q72J12_livG,72.89020538330078,T.thermophilus,72.734
Q72GG8_TT_C1880,58.19556935628256,T.thermophilus,72.752
Q72IJ8_TT_C1134,78.97332255045573,T.thermophilus,72.86
Q72J51_ftsE,76.97273254394531,T.thermophilus,72.886
Q72J39_miaB,75.02698771158855,T.thermophilus,72.972
Q72KZ4_TT_C0271,77.19410959879558,T.thermophilus,73.132
Q72I11_rplP,76.30080922444661,T.thermophilus,73.157
Q72GI4_dcd,75.17635854085286,T.thermophilus,73.294
Q72I12_rpmC,58.13610076904297,T.thermophilus,73.338
Q72KT1_TT_C0411,77.12523651123047,T.thermophilus,73.343
Q72L15_clpP,55.40496317545573,T.thermophilus,73.347
Q72HM2_mreB,78.00592549641927,T.thermophilus,73.349
Q72IY3_TT_C0998,79.35674285888672,T.thermophilus,73.418
Q72HV0_plsX,76.70316060384114,T.thermophilus,73.469
Q72KC1_TT_C0526,77.4777323404948,T.thermophilus,73.486
Q72L74_plsY,78.98976643880208,T.thermophilus,73.558
Q745Z3_TT_P0162,47.99031448364258,T.thermophilus,73.594
Q72K96_TT_C0551,78.5520528157552,T.thermophilus,73.624
Q72I53_metK,78.40146891276042,T.thermophilus,73.648
Q72IN7_TT_C1095,79.86645253499348,T.thermophilus,73.667
Q72GJ7_phoU,78.82075754801433,T.thermophilus,73.693
Q72I54_TT_C1278,78.44257354736328,T.thermophilus,73.702
Q72JC6_TT_C0852,76.12471008300781,T.thermophilus,73.707
Q72K93_rnr,78.96391042073567,T.thermophilus,73.717
P62657_rpsO,56.75823211669922,T.thermophilus,73.801
Q72JC7_TT_C0851,52.58688990275065,T.thermophilus,73.932
Q72HG4_TT_C1523,81.4503173828125,T.thermophilus,74.007
P62668_rpsH,74.53728485107422,T.thermophilus,74.105
Q72LF7_appF,75.3218765258789,T.thermophilus,74.211
Q72KN4_TT_C0377,77.0950215657552,T.thermophilus,74.219
Q72JH7_TT_C0795,76.69814809163411,T.thermophilus,74.223
Q72HQ8_TT_C1428,76.97646840413411,T.thermophilus,74.253
Q72GX4_pstA,75.08250427246094,T.thermophilus,74.329
Q72J58_TT_C0921,78.39192454020183,T.thermophilus,74.333
Q72K85_mnmE,80.35306803385417,T.thermophilus,74.34
P61989_cbiD,78.23857879638672,T.thermophilus,74.514
Q72HI3_TT_C1504,79.33825174967448,T.thermophilus,74.517
Q72J29_TT_C0952,74.12586466471355,T.thermophilus,74.567
Q746D0_TT_P0125,78.59181213378906,T.thermophilus,74.57
Q72IW1_aroB,81.45345560709636,T.thermophilus,74.594
Q72IH2_glyA,80.37589263916016,T.thermophilus,74.619
Q72JU9_rplS,71.4766337076823,T.thermophilus,74.62
Q72G84_rpmB,65.92289352416992,T.thermophilus,74.63
Q72GX1_mnmA,80.58549499511719,T.thermophilus,74.642
Q746A1_TT_P0154,72.82113901774089,T.thermophilus,74.656
Q72KB4_mfd,77.95153554280598,T.thermophilus,74.665
Q72JZ8_nadA,80.55322011311848,T.thermophilus,74.775
Q72H76_purM,80.99748992919922,T.thermophilus,74.781
Q72I07_rplB,65.60139719645183,T.thermophilus,74.798
Q72LH3_TT_C0086,51.286635080973305,T.thermophilus,74.877
Q72L86_clpA,79.65149180094402,T.thermophilus,74.889
Q72KZ7_chlI,75.38149007161458,T.thermophilus,74.892
Q72I20_rplR,66.8372433980306,T.thermophilus,74.903
Q72I04_rplC,76.32235717773438,T.thermophilus,74.907
Q72GJ8_phoB,80.30698903401692,T.thermophilus,74.914
Q72JK8_TT_C0764,77.8885981241862,T.thermophilus,74.928
Q72GE4_murE,81.12145487467448,T.thermophilus,74.998
Q72LQ3_TT_C0005,79.38417307535808,T.thermophilus,75.017
Q72KR6_mqnE,78.52643076578777,T.thermophilus,75.087
Q72HT7_TT_C1399,78.7948481241862,T.thermophilus,75.133
Q72J77_recG,76.06463623046875,T.thermophilus,75.135
Q72HA7_TT_C1588,79.08377838134766,T.thermophilus,75.154
Q72IN1_rplM,75.73865509033203,T.thermophilus,75.174
Q72L56_TT_C0207,79.36411031087239,T.thermophilus,75.207
P62667_rpsG,49.95527267456055,T.thermophilus,75.21
Q72J09_dppB,60.65271886189779,T.thermophilus,75.231
Q72KY9_TT_C0276,78.84341176350911,T.thermophilus,75.235
Q72HJ5_TT_C1492,61.054463704427086,T.thermophilus,75.237
Q72HJ9_TT_C1488,74.21709696451823,T.thermophilus,75.326
Q72K53_ftsK,73.39951578776042,T.thermophilus,75.37
Q72GD9_TT_C1909,74.37972513834636,T.thermophilus,75.385
P62664_rpsD,69.2868881225586,T.thermophilus,75.488
Q72JP5_ftsA,78.25983174641927,T.thermophilus,75.507
Q72L14_clpX,74.84592692057292,T.thermophilus,75.523
P62655_rpsM,79.32838694254558,T.thermophilus,75.534
Q72JU4_ffh,76.4337387084961,T.thermophilus,75.536
Q72KY0_TT_C0285,60.92255401611328,T.thermophilus,75.605
Q746M7_TT_P0026,79.60737864176433,T.thermophilus,75.606
Q8VUS5_lysK,75.539794921875,T.thermophilus,75.641
Q746Q1_TT_P0001,80.29505411783855,T.thermophilus,75.659
Q72I09_rplV,74.58333079020183,T.thermophilus,75.696
Q72J94_TT_C0885,78.65005747477214,T.thermophilus,75.875
Q72LC8_clR,77.01187896728516,T.thermophilus,75.901
Q72JB3_leuC,58.01054890950521,T.thermophilus,75.903
Q72KF5_phzF,81.56232452392578,T.thermophilus,76.134
Q72I14_rplN,67.20742543538411,T.thermophilus,76.136
Q72GC0_TT_C1928,80.13452657063802,T.thermophilus,76.15
Q72K88_TT_C0559,80.94466145833333,T.thermophilus,76.174
P61671_mutS,81.01651000976562,T.thermophilus,76.259
Q8VRK4_dprA,81.46368662516277,T.thermophilus,76.297
Q72JP4_ftsZ,75.9254379272461,T.thermophilus,76.303
Q72JR8_rho,71.80165100097656,T.thermophilus,76.319
Q746N0_cobQ,79.97387949625652,T.thermophilus,76.361
Q72GQ3_TT_C1795,73.92750549316406,T.thermophilus,76.378
Q72HX7_TT_C1355,70.36502583821614,T.thermophilus,76.415
P62665_rpsE,71.84556325276692,T.thermophilus,76.438
Q72I58_prs,59.0463612874349,T.thermophilus,76.466
Q72GU0_rlmH,79.96181233723958,T.thermophilus,76.489
Q72KI6_TT_C0489,81.14420318603516,T.thermophilus,76.489
Q72IB2_TT_C1220,81.8428726196289,T.thermophilus,76.505
Q72JP1_mqnC,80.17498779296875,T.thermophilus,76.545
Q72GH2_TT_C1876,78.73138682047527,T.thermophilus,76.703
Q746H1_parA,79.42631022135417,T.thermophilus,76.764
Q746B7_fdhD,73.2154312133789,T.thermophilus,76.772
Q72GF3_TT_C1895,75.47132364908855,T.thermophilus,76.795
Q72L10_TT_C0255,80.9584248860677,T.thermophilus,76.834
Q72L76_rplT,50.561848958333336,T.thermophilus,76.851
Q72LF3_TT_C0106,80.32432301839192,T.thermophilus,76.886
Q72GT5_TT_C1763,80.72991689046223,T.thermophilus,76.941
Q745U7_TT_P0210,73.60218048095703,T.thermophilus,77.005
