name,pred
P61500_recA,53.076585133870445
Q72G97_recG,78.25561014811198
P62662_rpsB,60.140865325927734
Q746P0_TT_P0013,76.51449076334636
Q746N8_cbiX,75.98731231689453
Q72H90_soj,59.81673049926758
Q72LP8_TT_C0010,77.92296091715495
Q72JA0_minD,62.602979024251304
Q72L65_hflX,75.84179941813152
Q72L52_TT_C0211,73.40034739176433
Q72JN6_TT_C0734,75.39934794108073
Q72I41_TT_C1291,78.33714548746745
Q72JQ4_TT_C0714,79.2983627319336
Q72JG1_rimO,69.90963363647461
Q72KY6_TT_C0279,58.86062749226888
Q72LK3_TT_C0056,75.03011067708333
Q72LH6_livF,79.1911849975586
Q72J57_TT_C0922,75.65198771158855
Q72GX5_pstB,48.00555165608724
Q72HC1_rlmN,48.900342305501304
Q72IH8_TT_C1154,67.21547444661458
Q72IZ8_TT_C0983,77.73050435384114
Q72I16_rplE,64.30374145507812
P61941_rpsL,59.10122426350912
P62663_rpsC,62.487508138020836
Q72KA4_TT_C0543,76.76669565836589
Q72LA0_TT_C0159,76.5509770711263
Q72J11_livF,61.83636220296224
P61537_ruvB,79.04432932535808
Q72L33_TT_C0230,63.77104568481445
Q72J12_livG,68.39161682128906
Q72GG8_TT_C1880,46.77468999226888
Q72IJ8_TT_C1134,78.15059916178386
Q72J51_ftsE,71.1525141398112
Q72J39_miaB,50.12106068929037
Q72KZ4_TT_C0271,54.57379913330078
Q72I11_rplP,63.64090347290039
Q72GI4_dcd,63.94653828938802
Q72I12_rpmC,53.83892313639323
Q72KT1_TT_C0411,77.8604507446289
Q72L15_clpP,49.00192387898763
Q72HM2_mreB,76.4658915201823
Q72IY3_TT_C0998,78.12557474772136
Q72HV0_plsX,58.92166646321615
Q72KC1_TT_C0526,76.00884246826172
Q72L74_plsY,75.55237070719402
Q745Z3_TT_P0162,43.62259038289388
Q72K96_TT_C0551,73.33990732828777
Q72I53_metK,70.37498474121094
Q72IN7_TT_C1095,78.51430002848308
Q72GJ7_phoU,56.172106424967446
Q72I54_TT_C1278,76.59147389729817
Q72JC6_TT_C0852,58.81189219156901
Q72K93_rnr,78.51756286621094
P62657_rpsO,48.53210703531901
Q72JC7_TT_C0851,54.185324350992836
Q72HG4_TT_C1523,79.14547475179036
P62668_rpsH,78.25059254964192
Q72LF7_appF,59.842596689860024
Q72KN4_TT_C0377,69.6904525756836
Q72JH7_TT_C0795,63.33395640055338
Q72HQ8_TT_C1428,74.42423502604167
Q72GX4_pstA,74.22575378417969
Q72J58_TT_C0921,58.926788330078125
Q72K85_mnmE,76.85276794433594
P61989_cbiD,66.2496960957845
Q72HI3_TT_C1504,73.76217905680339
Q72J29_TT_C0952,71.18067423502605
Q746D0_TT_P0125,77.37288665771484
Q72IW1_aroB,78.83446502685547
Q72IH2_glyA,56.49479675292969
Q72JU9_rplS,67.96564483642578
Q72G84_rpmB,54.51109822591146
Q72GX1_mnmA,77.33279418945312
Q746A1_TT_P0154,55.37128194173177
Q72KB4_mfd,77.31353505452473
Q72JZ8_nadA,56.68147659301758
Q72H76_purM,78.60408020019531
Q72I07_rplB,53.405923207600914
Q72LH3_TT_C0086,49.92304356892904
Q72L86_clpA,69.42831166585286
Q72KZ7_chlI,75.37606048583984
Q72I20_rplR,68.24754333496094
Q72I04_rplC,56.3316904703776
Q72GJ8_phoB,76.65530141194661
Q72JK8_TT_C0764,74.07397969563802
Q72GE4_murE,64.29051335652669
Q72LQ3_TT_C0005,76.83352915445964
Q72KR6_mqnE,70.05646006266277
Q72HT7_TT_C1399,59.85088857014974
Q72J77_recG,77.27640787760417
Q72HA7_TT_C1588,74.1572036743164
Q72IN1_rplM,53.205511728922524
Q72L56_TT_C0207,77.49458312988281
P62667_rpsG,53.58957544962565
Q72J09_dppB,47.9596201578776
Q72KY9_TT_C0276,69.278564453125
Q72HJ5_TT_C1492,69.31568654378255
Q72HJ9_TT_C1488,56.804219563802086
Q72K53_ftsK,79.78710174560547
Q72GD9_TT_C1909,71.32258860270183
P62664_rpsD,51.24594243367513
Q72JP5_ftsA,73.50203450520833
Q72L14_clpX,61.609686533610024
P62655_rpsM,77.56451416015625
Q72JU4_ffh,75.24340311686198
Q72KY0_TT_C0285,49.77067565917969
Q746M7_TT_P0026,77.40091451009114
Q8VUS5_lysK,78.19278717041016
Q746Q1_TT_P0001,77.81160227457683
Q72I09_rplV,52.400177001953125
Q72J94_TT_C0885,68.63286844889323
Q72LC8_clR,64.7470334370931
Q72JB3_leuC,49.08459599812826
Q72KF5_phzF,79.56614939371745
Q72I14_rplN,54.66370137532552
Q72GC0_TT_C1928,74.14480845133464
Q72K88_TT_C0559,77.25863901774089
P61671_mutS,74.78275553385417
Q8VRK4_dprA,77.46460215250652
Q72JP4_ftsZ,56.891858418782554
Q72JR8_rho,43.98256301879883
Q746N0_cobQ,63.987325032552086
Q72GQ3_TT_C1795,70.32412338256836
Q72HX7_TT_C1355,49.577091217041016
P62665_rpsE,73.06088256835938
Q72I58_prs,43.934539794921875
Q72GU0_rlmH,79.31254577636719
Q72KI6_TT_C0489,79.35089874267578
Q72IB2_TT_C1220,80.09311421712239
Q72JP1_mqnC,74.81781768798828
Q72GH2_TT_C1876,76.39784749348958
Q746H1_parA,74.56176503499348
Q746B7_fdhD,69.9499282836914
Q72GF3_TT_C1895,75.58052062988281
Q72L10_TT_C0255,76.1474380493164
Q72L76_rplT,55.32220967610677
Q72LF3_TT_C0106,56.37272516886393
Q72GT5_TT_C1763,76.35653177897136
Q745U7_TT_P0210,74.52549743652344
Q72I55_speA,77.06585439046223
Q72J43_TT_C0938,72.65472920735677
Q745T7_TT_P0220,78.92667897542317
Q72GJ0_TT_C1858,53.29205576578776
Q72KK6_TT_C0305,75.2413330078125
P16608_trpA,67.58850351969402
Q72KK5_TT_C0443,76.6511942545573
Q72KE4_TT_C0502,79.02941131591797
Q72KK0_TT_C0448,58.697086334228516
Q72IE4_TT_C1188,80.00264994303386
Q72KU0_pyrB,50.18085861206055
Q72KN5_TT_C0373,77.33580271402995
