name,pred
0,50.68853759765625
1,47.99805450439453
2,49.72819900512695
3,51.61380386352539
4,51.16680145263672
5,50.183204650878906
6,51.65947723388672
7,51.4337158203125
8,44.00300979614258
9,48.118408203125
10,54.090850830078125
11,45.66460418701172
12,49.946449279785156
13,48.374755859375
14,43.20726013183594
15,46.78589630126953
16,51.03660202026367
17,47.15899658203125
18,48.83372497558594
19,43.14752197265625
20,49.40838623046875
21,49.50621032714844
22,47.628135681152344
23,44.364013671875
24,50.28057098388672
25,55.86092758178711
26,45.8816032409668
27,44.41625213623047
28,49.91619110107422
29,47.86262130737305
30,55.70323944091797
31,41.403045654296875
32,54.17396926879883
33,47.628692626953125
34,50.774986267089844
35,52.80759048461914
36,44.11821365356445
37,44.854942321777344
38,51.54692077636719
39,45.02410125732422
40,56.0849609375
41,47.924827575683594
42,57.671791076660156
43,50.342506408691406
44,51.471588134765625
45,47.6639404296875
46,51.918087005615234
47,51.49432373046875
48,48.80134201049805
49,47.73735046386719
50,51.45036315917969
51,51.02496337890625
52,42.06462478637695
53,53.602272033691406
54,46.805294036865234
55,50.29429626464844
56,50.82859802246094
57,50.886051177978516
58,43.966148376464844
59,47.64989471435547
60,48.12926483154297
61,47.49027633666992
62,51.112754821777344
63,47.33469772338867
64,49.57501983642578
65,47.97419738769531
66,54.102149963378906
67,46.434391021728516
68,47.280975341796875
69,45.83345413208008
70,46.229270935058594
71,47.94135284423828
72,54.429039001464844
73,52.731040954589844
74,52.54655456542969
75,51.988914489746094
76,46.119747161865234
77,48.69096374511719
78,50.10350036621094
79,50.584312438964844
80,54.510215759277344
81,45.37825393676758
82,54.728172302246094
83,44.333702087402344
84,48.95591354370117
85,49.088504791259766
86,46.57377624511719
87,51.59891891479492
88,52.527748107910156
89,52.79218292236328
90,44.790138244628906
91,44.493858337402344
92,50.59975814819336
93,42.77733612060547
94,52.51831817626953
95,50.48180389404297
96,49.50749969482422
97,49.72235870361328
98,54.6417236328125
99,51.00267028808594
100,42.19609069824219
101,46.511329650878906
102,53.17869567871094
103,51.09359359741211
104,44.855159759521484
105,52.652469635009766
106,45.763023376464844
107,51.45044708251953
108,47.3800163269043
109,45.23130416870117
110,52.09550094604492
111,51.94869613647461
112,48.15585708618164
113,52.88682556152344
114,50.91339874267578
115,38.97486877441406
116,54.05009460449219
117,50.531307220458984
118,44.20584487915039
119,48.03090286254883
120,47.97898864746094
121,50.875083923339844
122,56.29219436645508
123,51.40752410888672
124,53.838279724121094
125,49.83952713012695
126,45.66344451904297
127,44.96283721923828
128,43.13518524169922
129,44.04704284667969
130,44.25614929199219
131,43.73461151123047
132,51.45549774169922
133,55.247825622558594
134,53.196128845214844
135,52.65708541870117
136,49.856849670410156
137,53.731788635253906
138,49.61738586425781
139,47.42695999145508
140,54.35737609863281
141,48.231292724609375
142,46.892921447753906
143,51.21418762207031
144,49.67453384399414
145,42.540462493896484
146,42.90066909790039
147,54.1304817199707
148,47.362178802490234
149,46.45672607421875
150,53.08822250366211
151,51.628684997558594
152,45.7490119934082
153,39.06528854370117
154,44.447113037109375
155,50.271690368652344
156,56.81254959106445
157,48.43329620361328
158,50.07725524902344
159,47.78300857543945
160,49.4313850402832
161,48.006561279296875
162,43.685462951660156
163,49.180824279785156
164,50.0755615234375
165,44.874542236328125
166,46.331363677978516
167,50.00554656982422
168,51.86961364746094
169,42.63842010498047
170,52.56403732299805
171,46.26765441894531
172,52.19728088378906
173,49.697471618652344
174,50.594268798828125
175,50.742431640625
176,47.23724365234375
177,53.04347610473633
178,50.277828216552734
179,49.548614501953125
180,52.541160583496094
181,49.51218032836914
182,48.704078674316406
183,54.13581848144531
184,46.187644958496094
185,54.77999496459961
186,52.4427375793457
187,55.178340911865234
188,54.288780212402344
189,43.5047492980957
190,41.43806076049805
191,53.662437438964844
192,42.370750427246094
193,48.230674743652344
194,43.76407241821289
195,50.278961181640625
196,44.850311279296875
197,54.052772521972656
198,52.374114990234375
199,53.62132263183594
