name,pred,sp,exp_tm
P61500_recA,63.70688247680664,T.thermophilus,72.06
Q72G97_recG,50.36878967285156,T.thermophilus,72.153
P62662_rpsB,63.5199089050293,T.thermophilus,72.216
Q746P0_TT_P0013,69.2142105102539,T.thermophilus,72.228
Q746N8_cbiX,54.82883834838867,T.thermophilus,72.234
Q72H90_soj,68.91539001464844,T.thermophilus,72.258
Q72LP8_TT_C0010,69.01749420166016,T.thermophilus,72.269
Q72JA0_minD,57.14799499511719,T.thermophilus,72.273
Q72L65_hflX,53.09206771850586,T.thermophilus,72.276
Q72L52_TT_C0211,68.623779296875,T.thermophilus,72.283
Q72JN6_TT_C0734,68.60846710205078,T.thermophilus,72.316
Q72I41_TT_C1291,55.59549331665039,T.thermophilus,72.328
Q72JQ4_TT_C0714,61.75399398803711,T.thermophilus,72.33
Q72JG1_rimO,67.74481964111328,T.thermophilus,72.356
Q72KY6_TT_C0279,48.60783767700195,T.thermophilus,72.378
Q72LK3_TT_C0056,69.30072784423828,T.thermophilus,72.379
Q72LH6_livF,67.09661865234375,T.thermophilus,72.441
Q72J57_TT_C0922,53.96415710449219,T.thermophilus,72.471
Q72GX5_pstB,48.59219741821289,T.thermophilus,72.472
Q72HC1_rlmN,50.37049102783203,T.thermophilus,72.512
Q72IH8_TT_C1154,63.35112380981445,T.thermophilus,72.547
Q72IZ8_TT_C0983,71.00650024414062,T.thermophilus,72.562
Q72I16_rplE,71.37071228027344,T.thermophilus,72.567
P61941_rpsL,46.219505310058594,T.thermophilus,72.573
P62663_rpsC,74.89237213134766,T.thermophilus,72.621
Q72KA4_TT_C0543,51.38994216918945,T.thermophilus,72.621
Q72LA0_TT_C0159,59.4941635131836,T.thermophilus,72.623
Q72J11_livF,68.43795776367188,T.thermophilus,72.658
P61537_ruvB,58.99418640136719,T.thermophilus,72.665
Q72L33_TT_C0230,53.61366653442383,T.thermophilus,72.691
Q72J12_livG,64.31321716308594,T.thermophilus,72.734
Q72GG8_TT_C1880,51.15867233276367,T.thermophilus,72.752
Q72IJ8_TT_C1134,61.15040969848633,T.thermophilus,72.86
Q72J51_ftsE,57.5511360168457,T.thermophilus,72.886
Q72J39_miaB,51.79832458496094,T.thermophilus,72.972
Q72KZ4_TT_C0271,69.8871078491211,T.thermophilus,73.132
Q72I11_rplP,48.31122970581055,T.thermophilus,73.157
Q72GI4_dcd,74.89665985107422,T.thermophilus,73.294
Q72I12_rpmC,54.42020034790039,T.thermophilus,73.338
Q72KT1_TT_C0411,51.67862701416016,T.thermophilus,73.343
Q72L15_clpP,72.00300598144531,T.thermophilus,73.347
Q72HM2_mreB,68.41776275634766,T.thermophilus,73.349
Q72IY3_TT_C0998,58.31436538696289,T.thermophilus,73.418
Q72HV0_plsX,68.16283416748047,T.thermophilus,73.469
Q72KC1_TT_C0526,69.33329010009766,T.thermophilus,73.486
Q72L74_plsY,68.10936737060547,T.thermophilus,73.558
Q745Z3_TT_P0162,49.01680374145508,T.thermophilus,73.594
Q72K96_TT_C0551,60.21738815307617,T.thermophilus,73.624
Q72I53_metK,72.23993682861328,T.thermophilus,73.648
Q72IN7_TT_C1095,55.39348220825195,T.thermophilus,73.667
Q72GJ7_phoU,70.6279525756836,T.thermophilus,73.693
Q72I54_TT_C1278,53.73348617553711,T.thermophilus,73.702
Q72JC6_TT_C0852,69.98675537109375,T.thermophilus,73.707
Q72K93_rnr,57.42316436767578,T.thermophilus,73.717
P62657_rpsO,52.97345352172852,T.thermophilus,73.801
Q72JC7_TT_C0851,49.75127029418945,T.thermophilus,73.932
Q72HG4_TT_C1523,55.31371688842773,T.thermophilus,74.007
P62668_rpsH,69.33707427978516,T.thermophilus,74.105
Q72LF7_appF,68.39952087402344,T.thermophilus,74.211
